v,vw,o,c,h,l,t,n,tDate,Symbol,Name
29382642,122.2941,121.28,123.16,123.28,120.6522,1559620800000,223842,2019-06-04T04:00:00Z,MSFT,Microsoft
24926140,125.2254,124.95,125.83,125.87,124.21,1559707200000,185851,2019-06-05T04:00:00Z,MSFT,Microsoft
21458961,126.8944,126.44,127.82,127.97,125.6,1559793600000,152967,2019-06-06T04:00:00Z,MSFT,Microsoft
33885588,131.2595,129.19,131.4,132.25,128.26,1559880000000,240618,2019-06-07T04:00:00Z,MSFT,Microsoft
26477098,133.0596,132.4,132.6,134.08,132,1560139200000,203418,2019-06-10T04:00:00Z,MSFT,Microsoft
23913731,132.2526,133.88,132.1,134.24,131.2757,1560225600000,163000,2019-06-11T04:00:00Z,MSFT,Microsoft
17092464,131.2391,131.4,131.49,131.97,130.71,1560312000000,136839,2019-06-12T04:00:00Z,MSFT,Microsoft
17200848,132.0988,131.98,132.32,132.67,131.56,1560398400000,130109,2019-06-13T04:00:00Z,MSFT,Microsoft
17821703,132.5202,132.26,132.45,133.79,131.64,1560484800000,125537,2019-06-14T04:00:00Z,MSFT,Microsoft
14508185,132.9894,132.63,132.85,133.73,132.53,1560744000000,106458,2019-06-17T04:00:00Z,MSFT,Microsoft
25934458,134.8074,134.19,135.16,135.24,133.57,1560830400000,209168,2019-06-18T04:00:00Z,MSFT,Microsoft
23744441,135.0506,135,135.69,135.93,133.81,1560916800000,165317,2019-06-19T04:00:00Z,MSFT,Microsoft
33042587,136.7466,137.45,136.95,137.66,135.72,1561003200000,200157,2019-06-20T04:00:00Z,MSFT,Microsoft
36727892,136.998,136.58,136.97,137.73,136.46,1561089600000,175878,2019-06-21T04:00:00Z,MSFT,Microsoft
20628841,137.8217,137,137.78,138.4,137,1561348800000,135770,2019-06-24T04:00:00Z,MSFT,Microsoft
33327420,134.3793,137.25,133.43,137.59,132.73,1561435200000,261084,2019-06-25T04:00:00Z,MSFT,Microsoft
23657745,134.5203,134.35,133.93,135.74,133.6,1561521600000,165662,2019-06-26T04:00:00Z,MSFT,Microsoft
16557482,134.1368,134.14,134.15,134.71,133.51,1561608000000,127576,2019-06-27T04:00:00Z,MSFT,Microsoft
30042969,133.8043,134.57,133.96,134.6,133.1558,1561694400000,142931,2019-06-28T04:00:00Z,MSFT,Microsoft
22654160,135.7229,136.63,135.68,136.7,134.97,1561953600000,172751,2019-07-01T04:00:00Z,MSFT,Microsoft
15237843,136.0982,136.12,136.58,136.59,135.34,1562040000000,140664,2019-07-02T04:00:00Z,MSFT,Microsoft
13629296,137.1935,136.8,137.46,137.74,136.295,1562126400000,100839,2019-07-03T04:00:00Z,MSFT,Microsoft
18141140,136.5848,135.94,137.06,137.33,135.72,1562299200000,138765,2019-07-05T04:00:00Z,MSFT,Microsoft
16779748,136.4119,136.4,136.96,137.1,135.3701,1562558400000,127681,2019-07-08T04:00:00Z,MSFT,Microsoft
19953097,136.4474,136,136.46,136.97,135.8,1562644800000,139628,2019-07-09T04:00:00Z,MSFT,Microsoft
24204362,137.7554,137.13,137.85,138.58,137.02,1562731200000,155042,2019-07-10T04:00:00Z,MSFT,Microsoft
22308942,138.4793,138.2,138.4,139.22,137.87,1562817600000,165859,2019-07-11T04:00:00Z,MSFT,Microsoft
18936832,138.7638,138.85,138.9,139.13,138.0099,1562904000000,134851,2019-07-12T04:00:00Z,MSFT,Microsoft
16651457,138.8712,139.44,138.9,139.54,138.46,1563163200000,127543,2019-07-15T04:00:00Z,MSFT,Microsoft
22726128,137.3667,138.96,137.08,139.05,136.52,1563249600000,172111,2019-07-16T04:00:00Z,MSFT,Microsoft
20210956,137.0052,137.7,136.27,137.93,136.22,1563336000000,146048,2019-07-17T04:00:00Z,MSFT,Microsoft
30773707,136.0649,135.55,136.42,136.62,134.67,1563422400000,232582,2019-07-18T04:00:00Z,MSFT,Microsoft
48992364,138.2755,140.22,136.62,140.67,136.45,1563508800000,338252,2019-07-19T04:00:00Z,MSFT,Microsoft
25080760,138.4063,137.41,138.43,139.19,137.33,1563768000000,170373,2019-07-22T04:00:00Z,MSFT,Microsoft
18034589,138.87,139.76,139.29,139.99,138.03,1563854400000,134742,2019-07-23T04:00:00Z,MSFT,Microsoft
20738275,140.0648,138.9,140.72,140.74,138.85,1563940800000,137831,2019-07-24T04:00:00Z,MSFT,Microsoft
18356883,140.1015,140.43,140.19,140.61,139.3215,1564027200000,146680,2019-07-25T04:00:00Z,MSFT,Microsoft
19037600,141.1647,140.37,141.34,141.675,140.3,1564113600000,122525,2019-07-26T04:00:00Z,MSFT,Microsoft
16605870,140.6772,141.5,141.03,141.51,139.3663,1564372800000,123133,2019-07-29T04:00:00Z,MSFT,Microsoft
16846528,140.556,140.14,140.35,141.2199,139.8005,1564459200000,114240,2019-07-30T04:00:00Z,MSFT,Microsoft
38598786,137.7819,140.33,136.27,140.49,135.08,1564545600000,271994,2019-07-31T04:00:00Z,MSFT,Microsoft
40557502,138.9988,137,138.06,140.9383,136.93,1564632000000,321336,2019-08-01T04:00:00Z,MSFT,Microsoft
30791624,136.3743,138.09,136.9,138.32,135.26,1564718400000,244993,2019-08-02T04:00:00Z,MSFT,Microsoft
42749551,132.5302,133.3,132.21,133.9298,130.78,1564977600000,331409,2019-08-05T04:00:00Z,MSFT,Microsoft
32696651,134.3967,133.8,134.69,135.68,133.21,1565064000000,237995,2019-08-06T04:00:00Z,MSFT,Microsoft
33414539,134.4,133.79,135.28,135.65,131.8284,1565150400000,240547,2019-08-07T04:00:00Z,MSFT,Microsoft
27496508,138.0571,136.6,138.89,138.99,135.93,1565236800000,183288,2019-08-08T04:00:00Z,MSFT,Microsoft
23466701,137.7565,138.61,137.71,139.38,136.46,1565323200000,173383,2019-08-09T04:00:00Z,MSFT,Microsoft
20484348,136.266,137.07,135.79,137.86,135.24,1565582400000,144470,2019-08-12T04:00:00Z,MSFT,Microsoft
25496593,138.1002,136.05,138.6,138.8,135,1565668800000,204661,2019-08-13T04:00:00Z,MSFT,Microsoft
32527251,134.6245,136.36,133.98,136.92,133.67,1565755200000,228362,2019-08-14T04:00:00Z,MSFT,Microsoft
28035416,133.5045,134.39,133.68,134.58,132.25,1565841600000,210629,2019-08-15T04:00:00Z,MSFT,Microsoft
25026151,135.7616,134.88,136.13,136.46,134.72,1565928000000,156841,2019-08-16T04:00:00Z,MSFT,Microsoft
24370543,138.0571,137.855,138.41,138.55,136.885,1566187200000,157806,2019-08-19T04:00:00Z,MSFT,Microsoft
21158398,137.7411,138.21,137.26,138.71,137.24,1566273600000,129614,2019-08-20T04:00:00Z,MSFT,Microsoft
14982314,138.7846,138.55,138.79,139.4935,138,1566360000000,116471,2019-08-21T04:00:00Z,MSFT,Microsoft
18709662,137.6093,138.66,137.78,139.2,136.29,1566446400000,134792,2019-08-22T04:00:00Z,MSFT,Microsoft
38515386,134.5182,137.1897,133.39,138.35,132.8,1566532800000,289935,2019-08-23T04:00:00Z,MSFT,Microsoft
20325271,134.9855,134.99,135.45,135.56,133.9,1566792000000,147288,2019-08-26T04:00:00Z,MSFT,Microsoft
23106835,135.8088,136.39,135.74,136.72,134.66,1566878400000,151482,2019-08-27T04:00:00Z,MSFT,Microsoft
17410828,135.0154,134.88,135.56,135.76,133.55,1566964800000,134512,2019-08-28T04:00:00Z,MSFT,Microsoft
20161716,137.9725,137.25,138.12,138.44,136.91,1567051200000,151711,2019-08-29T04:00:00Z,MSFT,Microsoft
23946123,137.5733,139.15,137.86,139.18,136.27,1567137600000,149853,2019-08-30T04:00:00Z,MSFT,Microsoft
18880773,136.2774,136.61,136.04,137.2,135.7,1567483200000,145241,2019-09-03T04:00:00Z,MSFT,Microsoft
18015310,137.2819,137.3,137.63,137.69,136.48,1567569600000,135143,2019-09-04T04:00:00Z,MSFT,Microsoft
26119520,139.6884,139.11,140.05,140.3837,138.76,1567656000000,196125,2019-09-05T04:00:00Z,MSFT,Microsoft
20824504,139.1883,140.03,139.1,140.18,138.2,1567742400000,180903,2019-09-06T04:00:00Z,MSFT,Microsoft
25773932,137.4818,139.59,137.52,139.75,136.46,1568001600000,253677,2019-09-09T04:00:00Z,MSFT,Microsoft
28903378,135.5019,136.8,136.08,136.8862,134.51,1568088000000,256037,2019-09-10T04:00:00Z,MSFT,Microsoft
24726117,135.7663,135.91,136.12,136.27,135.09,1568174400000,200395,2019-09-11T04:00:00Z,MSFT,Microsoft
27009981,137.6626,137.85,137.52,138.42,136.87,1568260800000,195621,2019-09-12T04:00:00Z,MSFT,Microsoft
23363057,137.3547,137.78,137.32,138.06,136.57,1568347200000,187417,2019-09-13T04:00:00Z,MSFT,Microsoft
16731440,136.3307,135.83,136.33,136.7,135.66,1568606400000,160556,2019-09-16T04:00:00Z,MSFT,Microsoft
17976285,137.0945,136.96,137.39,137.52,136.425,1568692800000,129192,2019-09-17T04:00:00Z,MSFT,Microsoft
24473386,137.8351,137.36,138.52,138.67,136.5299,1568779200000,181394,2019-09-18T04:00:00Z,MSFT,Microsoft
36095413,141.2046,140.3,141.07,142.37,140.0736,1568865600000,268324,2019-09-19T04:00:00Z,MSFT,Microsoft
40040766,140.0924,141.01,139.44,141.65,138.25,1568952000000,208399,2019-09-20T04:00:00Z,MSFT,Microsoft
16908374,139.1873,139.23,139.14,139.63,138.44,1569211200000,141524,2019-09-23T04:00:00Z,MSFT,Microsoft
30016670,138.2692,140.36,137.38,140.69,136.88,1569297600000,254373,2019-09-24T04:00:00Z,MSFT,Microsoft
22544054,138.2896,137.5,139.36,139.958,136.03,1569384000000,225044,2019-09-25T04:00:00Z,MSFT,Microsoft
17813512,139.4029,139.44,139.54,140.18,138.44,1569470400000,179578,2019-09-26T04:00:00Z,MSFT,Microsoft
22498958,138.1262,140.15,137.73,140.36,136.645,1569556800000,200516,2019-09-27T04:00:00Z,MSFT,Microsoft
18430390,138.7949,138.05,139.03,139.215,137.78,1569816000000,133965,2019-09-30T04:00:00Z,MSFT,Microsoft
22581929,138.0748,139.66,137.07,140.25,137,1569902400000,182324,2019-10-01T04:00:00Z,MSFT,Microsoft
31949263,134.5864,136.25,134.65,136.37,133.5799,1569988800000,257953,2019-10-02T04:00:00Z,MSFT,Microsoft
26379798,135.6664,134.95,136.28,136.75,133.22,1570075200000,218725,2019-10-03T04:00:00Z,MSFT,Microsoft
23839548,137.6888,136.75,138.12,138.25,136.42,1570161600000,165035,2019-10-04T04:00:00Z,MSFT,Microsoft
16351284,137.4363,137.14,137.12,138.18,137.02,1570420800000,129883,2019-10-07T04:00:00Z,MSFT,Microsoft
26783336,136.538,137.08,135.67,137.76,135.62,1570507200000,228417,2019-10-08T04:00:00Z,MSFT,Microsoft
20178482,137.9392,137.46,138.24,138.7,136.97,1570593600000,164217,2019-10-09T04:00:00Z,MSFT,Microsoft
18396605,139.0894,138.49,139.1,139.6699,138.25,1570680000000,158395,2019-10-10T04:00:00Z,MSFT,Microsoft
25551065,140.3575,140.12,139.68,141.03,139.5,1570766400000,221787,2019-10-11T04:00:00Z,MSFT,Microsoft
13553839,139.7822,139.69,139.55,140.29,139.52,1571025600000,98715,2019-10-14T04:00:00Z,MSFT,Microsoft
19917762,141.3198,140.06,141.575,141.79,139.81,1571112000000,142044,2019-10-15T04:00:00Z,MSFT,Microsoft
20841687,140.1956,140.79,140.41,140.99,139.53,1571198400000,154233,2019-10-16T04:00:00Z,MSFT,Microsoft
22102797,139.8303,140.95,139.69,141.42,139.02,1571284800000,157500,2019-10-17T04:00:00Z,MSFT,Microsoft
32284428,138.0639,139.76,137.41,140,136.56,1571371200000,211080,2019-10-18T04:00:00Z,MSFT,Microsoft
20716039,138.0017,138.45,138.43,138.5,137.01,1571630400000,144612,2019-10-21T04:00:00Z,MSFT,Microsoft
27935270,137.7329,138.97,136.37,140.01,136.26,1571716800000,206328,2019-10-22T04:00:00Z,MSFT,Microsoft
31380309,136.5111,136.88,137.24,137.45,135.61,1571803200000,238255,2019-10-23T04:00:00Z,MSFT,Microsoft
37278399,139.7292,139.39,139.94,140.42,138.67,1571889600000,249592,2019-10-24T04:00:00Z,MSFT,Microsoft
25959724,140.6483,139.34,140.73,141.14,139.2,1571976000000,174457,2019-10-25T04:00:00Z,MSFT,Microsoft
35280137,144.3211,144.4,144.19,145.67,143.51,1572235200000,253257,2019-10-28T04:00:00Z,MSFT,Microsoft
20589469,143.3185,144.08,142.83,144.5,142.65,1572321600000,163307,2019-10-29T04:00:00Z,MSFT,Microsoft
18496591,143.9254,143.52,144.61,145,142.79,1572408000000,155629,2019-10-30T04:00:00Z,MSFT,Microsoft
24605135,143.6482,144.9,143.37,144.93,142.99,1572494400000,163313,2019-10-31T04:00:00Z,MSFT,Microsoft
33128366,143.3907,144.26,143.72,144.42,142.965,1572580800000,167398,2019-11-01T04:00:00Z,MSFT,Microsoft
16911999,144.5474,144.83,144.55,145,144.16,1572843600000,129434,2019-11-04T05:00:00Z,MSFT,Microsoft
18250172,144.5115,144.97,144.46,145.02,143.905,1572930000000,130222,2019-11-05T05:00:00Z,MSFT,Microsoft
16575798,143.9237,144.37,144.06,144.52,143.2,1573016400000,131675,2019-11-06T05:00:00Z,MSFT,Microsoft
17786715,144.4489,143.84,144.26,144.88,143.77,1573102800000,137852,2019-11-07T05:00:00Z,MSFT,Microsoft
16752939,145.083,143.98,145.96,145.99,143.76,1573189200000,128107,2019-11-08T05:00:00Z,MSFT,Microsoft
14370178,145.8329,145.34,146.11,146.42,144.73,1573448400000,121540,2019-11-11T05:00:00Z,MSFT,Microsoft
18635512,147.0596,146.28,147.07,147.57,146.06,1573534800000,133098,2019-11-12T05:00:00Z,MSFT,Microsoft
17444230,147.0829,146.74,147.31,147.4625,146.28,1573621200000,128844,2019-11-13T05:00:00Z,MSFT,Microsoft
19755100,147.8604,147.02,148.06,148.41,147,1573707600000,123123,2019-11-14T05:00:00Z,MSFT,Microsoft
23358807,149.512,148.93,149.97,149.99,148.27,1573794000000,145929,2019-11-15T05:00:00Z,MSFT,Microsoft
21304762,149.9131,150.07,150.34,150.55,148.98,1574053200000,152356,2019-11-18T05:00:00Z,MSFT,Microsoft
23960164,150.6202,150.88,150.39,151.33,150.195,1574139600000,161459,2019-11-19T05:00:00Z,MSFT,Microsoft
25720060,149.7112,150.31,149.62,150.84,148.46,1574226000000,194235,2019-11-20T05:00:00Z,MSFT,Microsoft
18001083,149.3521,149.4,149.48,149.8,148.501,1574312400000,122327,2019-11-21T05:00:00Z,MSFT,Microsoft
