v,vw,o,c,h,l,t,n,tDate,Symbol,Name
32921298,283.9371,285.71,281.92,287.83,281.62,1632974400000,402930,2021-09-30T04:00:00Z,MSFT,Microsoft
30086280,286.6369,282.1217,289.1,289.98,281.29,1633060800000,363793,2021-10-01T04:00:00Z,MSFT,Microsoft
31333747,282.6776,287.4,283.11,287.75,280.25,1633320000000,455635,2021-10-04T04:00:00Z,MSFT,Microsoft
24993024,288.1714,284.0464,288.76,290.398,284.0464,1633406400000,296311,2021-10-05T04:00:00Z,MSFT,Microsoft
28002550,290.4564,285.78,293.11,293.63,285.5093,1633492800000,406529,2021-10-06T04:00:00Z,MSFT,Microsoft
20430471,295.4481,295.175,294.85,296.64,293.92,1633579200000,282926,2021-10-07T04:00:00Z,MSFT,Microsoft
17950627,295.1334,296.219,294.85,296.6409,293.76,1633665600000,253035,2021-10-08T04:00:00Z,MSFT,Microsoft
19298634,295.5286,292.92,294.23,297.97,292.745,1633924800000,242967,2021-10-11T04:00:00Z,MSFT,Microsoft
17885643,293.5962,295.34,292.88,295.44,292.35,1634011200000,266397,2021-10-12T04:00:00Z,MSFT,Microsoft
23424025,295.4309,294.91,296.31,297.28,293.49,1634097600000,301391,2021-10-13T04:00:00Z,MSFT,Microsoft
27254902,301.3498,299.21,302.75,303.27,297.83,1634184000000,305022,2021-10-14T04:00:00Z,MSFT,Microsoft
24724803,302.7966,302.34,304.21,304.45,300.5191,1634270400000,275911,2021-10-15T04:00:00Z,MSFT,Microsoft
22654296,305.8543,303.57,307.29,308.21,302.69,1634529600000,289612,2021-10-18T04:00:00Z,MSFT,Microsoft
17682139,308.284,308.348,308.23,309.3,307.22,1634616000000,226293,2021-10-19T04:00:00Z,MSFT,Microsoft
16537069,307.6084,309.21,307.41,309.7,306.11,1634702400000,237432,2021-10-20T04:00:00Z,MSFT,Microsoft
16918100,309.387,307.1702,310.76,311.02,306.36,1634788800000,222078,2021-10-21T04:00:00Z,MSFT,Microsoft
17449332,309.3104,310.4,309.16,311.09,307.8,1634875200000,244615,2021-10-22T04:00:00Z,MSFT,Microsoft
17554469,308.1977,309.36,308.13,309.4,306.46,1635134400000,244415,2021-10-25T04:00:00Z,MSFT,Microsoft
28107349,310.5962,311,310.11,312.395,308.5967,1635220800000,367536,2021-10-26T04:00:00Z,MSFT,Microsoft
52587690,322.6143,316,323.17,326.0973,316,1635307200000,593988,2021-10-27T04:00:00Z,MSFT,Microsoft
26297943,323.3879,324.325,324.35,324.87,321.3601,1635393600000,347710,2021-10-28T04:00:00Z,MSFT,Microsoft
34765982,329.1131,324.13,331.62,332,323.9,1635480000000,381600,2021-10-29T04:00:00Z,MSFT,Microsoft
26923181,328.4407,331.355,329.37,331.49,326.37,1635739200000,393780,2021-11-01T04:00:00Z,MSFT,Microsoft
26487109,332.5283,330.31,333.13,333.45,330,1635825600000,310165,2021-11-02T04:00:00Z,MSFT,Microsoft
21370082,332.9858,333.9,334,334.9,330.65,1635912000000,293957,2021-11-03T04:00:00Z,MSFT,Microsoft
23892202,334.9213,332.89,336.44,336.54,329.51,1635998400000,328854,2021-11-04T04:00:00Z,MSFT,Microsoft
22570097,336.4792,338.51,336.06,338.79,334.4217,1636084800000,316800,2021-11-05T04:00:00Z,MSFT,Microsoft
20897001,336.2122,337.3,336.99,337.65,334.44,1636347600000,287657,2021-11-08T05:00:00Z,MSFT,Microsoft
21307369,336.3103,337.1071,335.95,338.72,334.53,1636434000000,295386,2021-11-09T05:00:00Z,MSFT,Microsoft
25500807,331.7579,334.57,330.8,334.6303,329.92,1636520400000,332397,2021-11-10T05:00:00Z,MSFT,Microsoft
16649844,332.6575,331.25,332.43,333.7746,330.51,1636606800000,217134,2021-11-11T05:00:00Z,MSFT,Microsoft
23831048,335.5457,333.92,336.72,337.23,333.79,1636693200000,239697,2021-11-12T05:00:00Z,MSFT,Microsoft
16723009,335.6981,337.54,336.07,337.88,334.034,1636952400000,249217,2021-11-15T05:00:00Z,MSFT,Microsoft
20886832,339.0523,335.68,339.51,340.67,335.51,1637038800000,255378,2021-11-16T05:00:00Z,MSFT,Microsoft
18703380,339.8226,338.94,339.12,342.19,338,1637125200000,245204,2021-11-17T05:00:00Z,MSFT,Microsoft
22452333,340.1626,338.18,341.27,342.45,337.12,1637211600000,252477,2021-11-18T05:00:00Z,MSFT,Microsoft
21903403,343.3237,342.64,343.11,345.1,342.2,1637298000000,267653,2021-11-19T05:00:00Z,MSFT,Microsoft
31031113,343.9656,344.62,339.83,349.67,339.55,1637557200000,407010,2021-11-22T05:00:00Z,MSFT,Microsoft
30252563,336.5601,337.05,337.68,339.45,333.56,1637643600000,388979,2021-11-23T05:00:00Z,MSFT,Microsoft
21655557,336.6413,336.28,337.91,338.16,333.911,1637730000000,266154,2021-11-24T05:00:00Z,MSFT,Microsoft
24217241,332.2818,334.35,329.68,337.93,328.12,1637902800000,360133,2021-11-26T05:00:00Z,MSFT,Microsoft
28563481,336.9814,334.94,336.63,339.03,334.74,1638162000000,361924,2021-11-29T05:00:00Z,MSFT,Microsoft
42885609,331.867,335.32,330.59,337.78,328.99,1638248400000,466083,2021-11-30T05:00:00Z,MSFT,Microsoft
33401146,334.3751,335.13,330.08,339.28,329.39,1638334800000,489735,2021-12-01T05:00:00Z,MSFT,Microsoft
30704852,330.0851,330.3,329.49,333.49,327.8028,1638421200000,435978,2021-12-02T05:00:00Z,MSFT,Microsoft
41779279,322.6431,331.99,323.01,332.7,318.03,1638507600000,626436,2021-12-03T05:00:00Z,MSFT,Microsoft
30032556,324.3146,323.95,326.19,327.45,319.23,1638766800000,416525,2021-12-06T05:00:00Z,MSFT,Microsoft
31021936,334.1083,331.64,334.92,335.8,330.1,1638853200000,418516,2021-12-07T05:00:00Z,MSFT,Microsoft
24760988,333.395,335.31,334.97,335.5,330.8,1638939600000,354291,2021-12-08T05:00:00Z,MSFT,Microsoft
22214157,333.901,334.41,333.1,336.489,332.12,1639026000000,323814,2021-12-09T05:00:00Z,MSFT,Microsoft
38095694,340.3678,334.98,342.54,343,334.79,1639112400000,415946,2021-12-10T05:00:00Z,MSFT,Microsoft
28899431,340.802,340.68,339.4,343.79,339.08,1639371600000,333627,2021-12-13T05:00:00Z,MSFT,Microsoft
44438696,328.0207,333.22,328.34,334.64,324.11,1639458000000,586397,2021-12-14T05:00:00Z,MSFT,Microsoft
35381122,330.3825,328.61,334.65,335.19,324.5,1639544400000,459466,2021-12-15T05:00:00Z,MSFT,Microsoft
35034831,327.6775,335.71,324.9,336.76,323.02,1639630800000,502538,2021-12-16T05:00:00Z,MSFT,Microsoft
47883712,322.3973,320.88,323.8,324.92,317.25,1639717200000,462554,2021-12-17T05:00:00Z,MSFT,Microsoft
28326532,319.6158,320.05,319.91,322.8,317.57,1639976400000,437500,2021-12-20T05:00:00Z,MSFT,Microsoft
24740597,324.8129,323.29,327.29,327.73,319.8,1640062800000,366633,2021-12-21T05:00:00Z,MSFT,Microsoft
24831493,330.8736,328.3,333.2,333.605,325.75,1640149200000,315700,2021-12-22T05:00:00Z,MSFT,Microsoft
19617848,334.9327,332.75,334.69,336.39,332.73,1640235600000,244523,2021-12-23T05:00:00Z,MSFT,Microsoft
19947029,340.5691,335.46,342.45,342.48,335.43,1640581200000,313725,2021-12-27T05:00:00Z,MSFT,Microsoft
15661467,341.7182,343.15,341.25,343.81,340.32,1640667600000,229689,2021-12-28T05:00:00Z,MSFT,Microsoft
15041956,341.9364,341.3,341.95,344.3,339.68,1640754000000,223483,2021-12-29T05:00:00Z,MSFT,Microsoft
15994471,340.8846,341.91,339.32,343.13,338.82,1640840400000,213550,2021-12-30T05:00:00Z,MSFT,Microsoft
17995517,336.9168,338.51,336.32,339.355,335.85,1640926800000,215861,2021-12-31T05:00:00Z,MSFT,Microsoft
28918012,333.3801,335.35,334.75,338,329.78,1641186000000,395292,2022-01-03T05:00:00Z,MSFT,Microsoft
32670706,329.4477,334.83,329.01,335.2,326.12,1641272400000,517992,2022-01-04T05:00:00Z,MSFT,Microsoft
40054325,320.0278,325.86,316.38,326.07,315.98,1641358800000,640413,2022-01-05T05:00:00Z,MSFT,Microsoft
39632144,315.2052,313.15,313.88,318.7,311.49,1641445200000,628047,2022-01-06T05:00:00Z,MSFT,Microsoft
32710400,313.7812,314.15,314.04,316.5,310.09,1641531600000,499823,2022-01-07T05:00:00Z,MSFT,Microsoft
44273717,309.9294,309.485,314.27,314.72,304.69,1641790800000,692526,2022-01-10T05:00:00Z,MSFT,Microsoft
29386774,314.2093,313.38,314.98,316.61,309.89,1641877200000,421384,2022-01-11T05:00:00Z,MSFT,Microsoft
34372217,319.4289,319.67,318.27,323.41,317.08,1641963600000,498637,2022-01-12T05:00:00Z,MSFT,Microsoft
45365979,309.6876,320.4658,304.8,320.88,304,1642050000000,712340,2022-01-13T05:00:00Z,MSFT,Microsoft
39844762,307.9922,304.25,310.2,310.82,303.75,1642136400000,527079,2022-01-14T05:00:00Z,MSFT,Microsoft
42204112,304.6894,304.07,302.65,309.8,301.74,1642482000000,658678,2022-01-18T05:00:00Z,MSFT,Microsoft
45933855,308.2993,306.29,303.33,313.9093,302.7,1642568400000,680162,2022-01-19T05:00:00Z,MSFT,Microsoft
35380675,307.057,309.07,301.6,311.6494,301.14,1642654800000,552351,2022-01-20T05:00:00Z,MSFT,Microsoft
57984403,299.621,302.685,296.03,304.11,295.61,1642741200000,887179,2022-01-21T05:00:00Z,MSFT,Microsoft
86025393,288.8074,292.2,296.37,297.11,276.05,1643000400000,1302281,2022-01-24T05:00:00Z,MSFT,Microsoft
72848368,288.3988,291.52,288.49,294.99,285.17,1643086800000,1113735,2022-01-25T05:00:00Z,MSFT,Microsoft
90428853,300.3828,307.985,296.71,308.5,293.03,1643173200000,1195374,2022-01-26T05:00:00Z,MSFT,Microsoft
53481317,302.4325,302.66,299.84,307.3,297.93,1643259600000,741935,2022-01-27T05:00:00Z,MSFT,Microsoft
49743698,302.7982,300.23,308.26,308.48,294.45,1643346000000,696183,2022-01-28T05:00:00Z,MSFT,Microsoft
46444536,309.4288,308.95,310.98,312.38,306.37,1643605200000,645244,2022-01-31T05:00:00Z,MSFT,Microsoft
40950396,307.3995,310.41,308.76,310.63,305.1293,1643691600000,598895,2022-02-01T05:00:00Z,MSFT,Microsoft
36635989,312.2137,309.63,313.46,315.12,308.88,1643778000000,513102,2022-02-02T05:00:00Z,MSFT,Microsoft
43729972,305.2465,309.49,301.25,311.23,299.96,1643864400000,585711,2022-02-03T05:00:00Z,MSFT,Microsoft
35093302,305.3962,300.21,305.94,308.8,299.97,1643950800000,509726,2022-02-04T05:00:00Z,MSFT,Microsoft
28533286,303.3434,306.17,300.95,307.84,299.9,1644210000000,426621,2022-02-07T05:00:00Z,MSFT,Microsoft
32314988,303.6698,301.25,304.56,305.561,299.95,1644296400000,423786,2022-02-08T05:00:00Z,MSFT,Microsoft
31280171,309.6261,309.865,311.21,311.93,307.39,1644382800000,444035,2022-02-09T05:00:00Z,MSFT,Microsoft
45386199,304.061,304.04,302.38,309.12,300.7,1644469200000,608483,2022-02-10T05:00:00Z,MSFT,Microsoft
39160620,298.1235,303.19,295.04,304.29,294.22,1644555600000,615557,2022-02-11T05:00:00Z,MSFT,Microsoft
36359487,294.405,293.77,295,296.76,291.35,1644814800000,539722,2022-02-14T05:00:00Z,MSFT,Microsoft
27370688,299.5681,300.008,300.47,300.8,297.02,1644901200000,400816,2022-02-15T05:00:00Z,MSFT,Microsoft
29970121,297.4874,298.365,299.5,300.87,293.68,1644987600000,415675,2022-02-16T05:00:00Z,MSFT,Microsoft
32461580,292.994,296.36,290.73,296.8,290,1645074000000,507106,2022-02-17T05:00:00Z,MSFT,Microsoft
34256508,289.1356,293.05,287.93,293.86,286.305,1645160400000,554368,2022-02-18T05:00:00Z,MSFT,Microsoft
41736117,287.6534,285,287.72,291.54,284.5,1645506000000,605791,2022-02-22T05:00:00Z,MSFT,Microsoft
37797167,284.2303,290.18,280.27,291.7,280.1,1645592400000,647355,2022-02-23T05:00:00Z,MSFT,Microsoft
56989686,285.4542,272.51,294.59,295.16,271.52,1645678800000,809370,2022-02-24T05:00:00Z,MSFT,Microsoft
32546721,295.6957,295.14,297.31,297.63,291.655,1645765200000,521051,2022-02-25T05:00:00Z,MSFT,Microsoft
34627457,296.5331,294.31,298.79,299.14,293,1646024400000,452982,2022-02-28T05:00:00Z,MSFT,Microsoft
31217778,295.8563,296.4,294.95,299.97,292.15,1646110800000,468639,2022-03-01T05:00:00Z,MSFT,Microsoft
31873007,298.8646,295.36,300.19,301.47,293.698,1646197200000,531573,2022-03-02T05:00:00Z,MSFT,Microsoft
27314469,297.4481,302.89,295.92,303.13,294.05,1646283600000,408448,2022-03-03T05:00:00Z,MSFT,Microsoft
32369655,289.9672,294.29,289.86,295.66,287.165,1646370000000,539374,2022-03-04T05:00:00Z,MSFT,Microsoft
43157178,281.6699,288.53,278.91,289.69,278.53,1646629200000,672964,2022-03-07T05:00:00Z,MSFT,Microsoft
48157675,276.5819,277.8,275.85,283.96,270,1646715600000,700050,2022-03-08T05:00:00Z,MSFT,Microsoft
35204480,286.2058,283.44,288.5,289.6,280.78,1646802000000,506108,2022-03-09T05:00:00Z,MSFT,Microsoft
30628012,283.9699,283.02,285.59,286.6,280.58,1646888400000,461547,2022-03-10T05:00:00Z,MSFT,Microsoft
27209330,283.7288,287.96,280.07,289.51,279.43,1646974800000,421226,2022-03-11T05:00:00Z,MSFT,Microsoft
30660747,279.6999,280.34,276.44,285.3992,275.82,1647230400000,435907,2022-03-14T04:00:00Z,MSFT,Microsoft
34245085,284.064,280.35,287.15,287.82,278.725,1647316800000,507324,2022-03-15T04:00:00Z,MSFT,Microsoft
37729529,290.7357,289.11,294.39,294.57,283.2,1647403200000,532827,2022-03-16T04:00:00Z,MSFT,Microsoft
30802133,293.1691,293.29,295.22,295.61,289.37,1647489600000,434753,2022-03-17T04:00:00Z,MSFT,Microsoft
43222225,297.9485,295.37,300.43,301,292.73,1647576000000,416437,2022-03-18T04:00:00Z,MSFT,Microsoft
28351245,297.8602,298.89,299.16,300.14,294.9,1647835200000,437234,2022-03-21T04:00:00Z,MSFT,Microsoft
27599689,303.1289,299.8,304.06,305,298.77,1647921600000,404197,2022-03-22T04:00:00Z,MSFT,Microsoft
25715377,300.5899,300.51,299.49,303.23,297.7201,1648008000000,359919,2022-03-23T04:00:00Z,MSFT,Microsoft
24484456,301.84,299.14,304.1,304.2,298.315,1648094400000,318259,2022-03-24T04:00:00Z,MSFT,Microsoft
22566453,302.5129,305.23,303.68,305.5,299.2855,1648180800000,340082,2022-03-25T04:00:00Z,MSFT,Microsoft
29553438,308.8785,304.33,310.7,310.8,304.33,1648440000000,368660,2022-03-28T04:00:00Z,MSFT,Microsoft
30393403,313.2741,313.91,315.41,315.82,309.05,1648526400000,423166,2022-03-29T04:00:00Z,MSFT,Microsoft
28163555,313.7134,313.76,313.86,315.95,311.58,1648612800000,340160,2022-03-30T04:00:00Z,MSFT,Microsoft
33422070,310.4193,313.9,308.31,315.14,307.89,1648699200000,355031,2022-03-31T04:00:00Z,MSFT,Microsoft
27101029,308.0485,309.37,309.42,310.13,305.54,1648785600000,315032,2022-04-01T04:00:00Z,MSFT,Microsoft
24335868,313.7554,310.09,314.97,315.11,309.71,1649044800000,300000,2022-04-04T04:00:00Z,MSFT,Microsoft
23156719,311.7992,313.27,310.88,314.865,309.87,1649131200000,312602,2022-04-05T04:00:00Z,MSFT,Microsoft
40110372,300.4693,305.19,299.5,307,296.71,1649217600000,548742,2022-04-06T04:00:00Z,MSFT,Microsoft
31411155,300.9241,296.66,301.37,303.65,296.35,1649304000000,360492,2022-04-07T04:00:00Z,MSFT,Microsoft
24361917,298.2833,300.44,296.97,301.12,296.28,1649390400000,309094,2022-04-08T04:00:00Z,MSFT,Microsoft
34519264,286.8651,291.79,285.26,292.61,285,1649649600000,502222,2022-04-11T04:00:00Z,MSFT,Microsoft
30966721,284.9687,289.235,282.06,290.739,280.49,1649736000000,435819,2022-04-12T04:00:00Z,MSFT,Microsoft
21904429,285.8202,282.73,287.62,288.58,281.3,1649822400000,290613,2022-04-13T04:00:00Z,MSFT,Microsoft
28221607,282.3705,288.09,279.83,288.305,279.32,1649908800000,381427,2022-04-14T04:00:00Z,MSFT,Microsoft
20748800,280.1829,278.91,280.52,282.46,278.34,1650254400000,299125,2022-04-18T04:00:00Z,MSFT,Microsoft
22297720,283.7503,279.38,285.3,286.17,278.41,1650340800000,312037,2022-04-19T04:00:00Z,MSFT,Microsoft
22901807,286.9915,289.4,286.36,289.7,285.3702,1650427200000,313844,2022-04-20T04:00:00Z,MSFT,Microsoft
29454587,285.5863,288.58,280.81,293.3,280.06,1650513600000,411095,2022-04-21T04:00:00Z,MSFT,Microsoft
29405798,277.0631,281.68,274.03,283.2,273.38,1650600000000,455519,2022-04-22T04:00:00Z,MSFT,Microsoft
35678852,276.9162,273.29,280.72,281.11,270.77,1650859200000,507837,2022-04-25T04:00:00Z,MSFT,Microsoft
46512195,273.1034,277.5,270.22,278.3599,270,1650945600000,703111,2022-04-26T04:00:00Z,MSFT,Microsoft
63468094,285.1692,282.1,283.22,290.97,279.16,1651032000000,823597,2022-04-27T04:00:00Z,MSFT,Microsoft
33646570,286.9376,285.185,289.63,290.98,281.4562,1651118400000,448000,2022-04-28T04:00:00Z,MSFT,Microsoft
37073923,281.5777,288.61,277.52,289.88,276.5,1651204800000,475254,2022-04-29T04:00:00Z,MSFT,Microsoft
35127105,280.8292,277.71,284.47,284.94,276.22,1651464000000,501418,2022-05-02T04:00:00Z,MSFT,Microsoft
25978605,281.9915,283.96,281.78,284.13,280.15,1651550400000,352891,2022-05-03T04:00:00Z,MSFT,Microsoft
33598320,284.0704,282.59,289.98,290.88,276.73,1651636800000,460201,2022-05-04T04:00:00Z,MSFT,Microsoft
43260386,277.791,285.54,277.35,286.35,274.34,1651723200000,593657,2022-05-05T04:00:00Z,MSFT,Microsoft
37776182,274.9419,274.805,274.73,279.25,271.27,1651809600000,536610,2022-05-06T04:00:00Z,MSFT,Microsoft
47725952,266.3383,270.06,264.58,272.36,263.32,1652068800000,649440,2022-05-09T04:00:00Z,MSFT,Microsoft
39336424,269.8717,271.69,269.5,273.75,265.07,1652155200000,526747,2022-05-10T04:00:00Z,MSFT,Microsoft
48975898,263.2184,265.68,260.55,271.36,259.3,1652241600000,633608,2022-05-11T04:00:00Z,MSFT,Microsoft
51033802,254.7634,257.69,255.35,259.88,250.02,1652328000000,715930,2022-05-12T04:00:00Z,MSFT,Microsoft
34918893,260.1715,257.35,261.12,263.04,255.35,1652414400000,452458,2022-05-13T04:00:00Z,MSFT,Microsoft
32539933,260.8411,259.955,261.5,265.82,255.78,1652673600000,402395,2022-05-16T04:00:00Z,MSFT,Microsoft
28828799,265.5584,266.11,266.82,268.33,262.46,1652760000000,346098,2022-05-17T04:00:00Z,MSFT,Microsoft
31355985,256.42,263,254.08,263.6,252.77,1652846400000,414290,2022-05-18T04:00:00Z,MSFT,Microsoft
32692286,254.4025,253.9,253.14,257.67,251.88,1652932800000,408722,2022-05-19T04:00:00Z,MSFT,Microsoft
39164899,251.557,257.24,252.56,258.54,246.44,1653019200000,518558,2022-05-20T04:00:00Z,MSFT,Microsoft
33175379,258.9217,255.49,260.65,261.5,253.43,1653278400000,386147,2022-05-23T04:00:00Z,MSFT,Microsoft
29043904,257.8803,257.89,259.62,261.33,253.5,1653364800000,357104,2022-05-24T04:00:00Z,MSFT,Microsoft
28547947,260.9506,258.14,262.52,264.58,257.125,1653451200000,340324,2022-05-25T04:00:00Z,MSFT,Microsoft
25002105,265.2818,262.27,265.9,267.11,261.4294,1653537600000,297969,2022-05-26T04:00:00Z,MSFT,Microsoft
26910824,271.6528,268.48,273.24,273.34,267.56,1653624000000,307860,2022-05-27T04:00:00Z,MSFT,Microsoft
37827695,272.0011,272.53,271.87,274.77,268.93,1653969600000,363100,2022-05-31T04:00:00Z,MSFT,Microsoft
25285874,273.3295,275.195,272.42,277.69,270.04,1654056000000,321548,2022-06-01T04:00:00Z,MSFT,Microsoft
44008205,269.0219,264.45,274.58,274.65,261.6,1654142400000,532530,2022-06-02T04:00:00Z,MSFT,Microsoft
28058958,270.3279,270.31,270.02,273.45,268.41,1654228800000,303810,2022-06-03T04:00:00Z,MSFT,Microsoft
22397042,270.0763,272.06,268.75,274.18,267.22,1654488000000,260013,2022-06-06T04:00:00Z,MSFT,Microsoft
22860677,270.6967,266.635,272.5,273.13,265.94,1654574400000,247047,2022-06-07T04:00:00Z,MSFT,Microsoft
17372341,271.1519,271.71,270.41,273,269.61,1654660800000,234208,2022-06-08T04:00:00Z,MSFT,Microsoft
26439728,268.0203,267.78,264.79,272.7081,264.63,1654747200000,301845,2022-06-09T04:00:00Z,MSFT,Microsoft
31445841,254.9867,260.58,252.99,260.58,252.53,1654833600000,459375,2022-06-10T04:00:00Z,MSFT,Microsoft
45913188,244.2909,245.11,242.26,249.0242,241.53,1655092800000,587062,2022-06-13T04:00:00Z,MSFT,Microsoft
28651487,243.7922,243.86,244.49,245.74,241.51,1655179200000,370359,2022-06-14T04:00:00Z,MSFT,Microsoft
33111729,250.6363,248.31,251.76,255.3,246.42,1655265600000,410433,2022-06-15T04:00:00Z,MSFT,Microsoft
33169160,244.875,245.98,244.97,247.4174,243.02,1655352000000,437473,2022-06-16T04:00:00Z,MSFT,Microsoft
43081680,247.3623,244.7,247.65,250.5,244.03,1655438400000,426273,2022-06-17T04:00:00Z,MSFT,Microsoft
29928297,253.4288,250.255,253.74,254.75,249.51,1655784000000,325280,2022-06-21T04:00:00Z,MSFT,Microsoft
25961215,254.1738,251.89,253.13,257.17,250.37,1655870400000,305208,2022-06-22T04:00:00Z,MSFT,Microsoft
25861449,257.2249,255.57,258.86,259.37,253.63,1655956800000,317666,2022-06-23T04:00:00Z,MSFT,Microsoft
33908991,265.9715,261.808,267.7,267.98,261.72,1656043200000,341714,2022-06-24T04:00:00Z,MSFT,Microsoft
24615114,265.2573,268.205,264.89,268.3,263.28,1656302400000,288957,2022-06-27T04:00:00Z,MSFT,Microsoft
27377747,259.1302,263.98,256.48,266.91,256.32,1656388800000,337120,2022-06-28T04:00:00Z,MSFT,Microsoft
20069839,260.0577,257.59,260.26,261.97,255.76,1656475200000,267537,2022-06-29T04:00:00Z,MSFT,Microsoft
31713368,256.7307,257.05,256.83,259.53,252.9,1656561600000,350608,2022-06-30T04:00:00Z,MSFT,Microsoft
22837692,257.7792,256.39,259.58,259.77,254.61,1656648000000,298425,2022-07-01T04:00:00Z,MSFT,Microsoft
22971634,259.6188,256.16,262.85,262.98,254.74,1656993600000,336748,2022-07-05T04:00:00Z,MSFT,Microsoft
23809419,265.3515,263.75,266.21,267.99,262.4,1657080000000,297474,2022-07-06T04:00:00Z,MSFT,Microsoft
20859874,267.941,265.12,268.4,269.055,265.02,1657166400000,279545,2022-07-07T04:00:00Z,MSFT,Microsoft
19660246,266.3528,264.79,267.66,268.1,263.285,1657252800000,263736,2022-07-08T04:00:00Z,MSFT,Microsoft
19519973,264.4885,265.65,264.51,266.53,262.18,1657512000000,233467,2022-07-11T04:00:00Z,MSFT,Microsoft
35868036,256.3048,265.88,253.67,265.94,252.04,1657598400000,432646,2022-07-12T04:00:00Z,MSFT,Microsoft
29394524,251.3425,250.19,252.72,253.55,248.11,1657684800000,385665,2022-07-13T04:00:00Z,MSFT,Microsoft
25102826,251.4169,250.57,254.08,255.1374,245.94,1657771200000,338721,2022-07-14T04:00:00Z,MSFT,Microsoft
29774044,257.0741,255.72,256.72,260.3699,254.7727,1657857600000,320549,2022-07-15T04:00:00Z,MSFT,Microsoft
20975007,256.9949,259.75,254.25,260.84,253.3,1658116800000,259990,2022-07-18T04:00:00Z,MSFT,Microsoft
25012563,257.9481,257.575,259.53,259.72,253.68,1658203200000,285208,2022-07-19T04:00:00Z,MSFT,Microsoft
22916295,261.9989,259.9,262.27,264.87,258.91,1658289600000,292193,2022-07-20T04:00:00Z,MSFT,Microsoft
22404725,262.0805,259.79,264.84,264.89,257.03,1658376000000,266471,2022-07-21T04:00:00Z,MSFT,Microsoft
21926290,261.3842,265.24,260.36,265.33,259.07,1658462400000,275095,2022-07-22T04:00:00Z,MSFT,Microsoft
